source,target,word_family
float (n.)_E,float (v.)_E,float (n.)
facial_E,facial_F,facial
facial_F,facialis_MediL,facial
facialis_MediL,facies_L,facial
freighter_E,freight (v.)_E,freighter
frore_E,froren_OE,frore
froren_OE,freosan_OE,frore
forsook_E,forsake_E,forsook
floriculture_E,floris_L,floriculture
floris_L,flos_L,floriculture
fortune_E,fortune_OF,fortune
fortune_OF,fortuna_L,fortune
fortuna_L,fors_L,fortune
fors_L,*bher- (1)_PIE,fortune
fleeting_E,fleotende_OE,fleeting
fleotende_OE,fleotan_OE,fleeting
forth_E,for_OE,forth
for_OE,fore_OE,forth
fore_OE,*furtha-_PGer,forth
*furtha-_PGer,*per- (1)_PIE,forth
frise (n.1)_E,frise_F,frise (n.1)
frise_F,frisium_MediL,frise (n.1)
frisium_MediL,frigium_L,frise (n.1)
frigium_L,Phrygium_L,frise (n.1)
frieze (n.2)_E,frise_OF,frieze (n.2)
faunal_E,fauna_E,faunal
faulty_E,fault (n.)_E,faulty
famous_E,famous_AF,famous
famous_AF,fameus_OF,famous
fameus_OF,famosus_L,famous
famosus_L,fama_L,famous
fama_L,*bha- (2)_PIE,famous
functional_E,function (n.)_E,functional
fudge (v.)_E,fadge_E,fudge (v.)
fudge (n.1)_E,fudge (v.)_E,fudge (n.1)
fudge (n.2)_E,fudge (v.)_E,fudge (n.2)
fluoroscopy_E,fluoro-_E,fluoroscopy
flexure_E,flextura_L,flexure
flextura_L,flectere_L,flexure
fine (adj.)_E,fin_OF,fine (adj.)
fin_OF,finire_OF/finis_L,fine (adj.)
fine (n.)_E,fin_OF,fine (n.)
fin_OF,finis_L,fine (n.)
fine (v.)_E,fine (n.)_E,fine (v.)
farthingale_E,verdugale_F,farthingale
verdugale_F,verdugado_Span,farthingale
verdugado_Span,verdugo_Span,farthingale
verdugo_Span,verde_Span,farthingale
verde_Span,viridis_L,farthingale
fledged_E,fledge_E,fledged
frontal_E,frontalis_ModL,frontal
frontalis_ModL,front-_ModL,frontal
front-_ModL,frons_L,frontal
froward_E,froward_E/fraward_E,froward
froward_E/fraward_E,fromweard_OE,froward
fromweard_OE,fra_ONor,froward
faddish_E,fad_E,faddish
felicitate_E,felicite_OF,felicitate
felicitate_OF,felicitatem_L,felicitate
felicitatem_L,felix_L,felicitate
felix_L,*dhe(i)-_PIE,felicitate
footfall_E,foot (n.)_E,footfall
feed (v.)_E,fedan_OE,feed (v.)
fedan_OE,*fodjan_PGer,feed (v.)
*fodjan_PGer,*pa-_PIE,feed (v.)
feed (n.)_E,feed (v.)_E,feed (n.)
freakish_E,freak (n.)_E,freakish
forehand_E,fore-_E,forehand
fascinate_E,fasciner_F,fascinate
fascinatus_L,fascinare_L,fascinate
fascinare_L,fascinus_L,fascinate
fluted_E,flute (v.)_E,fluted
freebooter_E,vrijbuiter_Dut,freebooter
vrijbuiter_Dut,vrijbuiten_Dut,freebooter
vrijbuiten_Dut,vrijbuit_Dut,freebooter
vrijbuit_Dut,vrij_Dut,freebooter
fabulous_E,fabulosus_L,fabulous
fabulosus_L,fabula_L,fabulous
farmland_E,farm (n.)_E,farmland
forsake_E,forsacan_OE,forsake
forsacan_OE,for-_E,forsake
far-flung_E,far (adv.)_E,far-flung
flatulence_E,flatulence_F,flatulence
flatulence_F,flatulent_F,flatulence
factualization_E,fictionalize_E,factualization
flush (v.1)_E,flusshen_E,flush (v.1)
flush (adj.)_E,flush (v.1)_E,flush (adj.)
flush (n.)_E,flush (v.1)_E,flush (n.)
flush (adv.)_E,flush (adj.)_E,flush (adv.)
flush (v.2)_E,flush (adj.)_E,flush (v.2)
functionless_E,function (n.)_E,functionless
Frances_E,France_F,Frances
France_F,Franceise_OF,Frances
Franceise_OF,Franceis_OF,Frances
fleecy_E,fleece (n.)_E,fleecy
florin_E,florin_OF,florin
florin_OF,fiorino_I,florin
fiorino_I,fiore_I,florin
fiore_I,florem_L,florin
florem_L,*bhel- (3)_PIE,florin
finding_E,find (v.)_E,finding
frippery_E,friperie_F,frippery
friperie_F,freperie_OF/feuperie_OF,frippery
freperie_OF/feuperie_OF,frepe_OF/fepe_OF,frippery
famish_E,famyschen_E,famish
famyschen_E,famen_E,famish
famen_E,afamer_OF,famish
afamer_OF,*affamare_VL,famish
*affamare_VL,ad famem,famish
faerie_E,fairie_OF,faerie
flatulent_E,flatulent_F,flatulent
flatulent_F,flatulentus_ModL,flatulent
flatulentus_ModL,flatus_L,flatulent
flatus_L,flare_L,flatulent
flare_L,*bhle-_PIE,flatulent
fraternise_E,fraternize_E,fraternise
feel (v.)_E,felan_OE,feel (v.)
felan_OE,*foljanan_PGer,feel (v.)
*foljanan_PGer,*pal-_PIE,feel (v.)
feel (n.)_E,feel (v.)_E,feel (n.)
forethought_E,fore-_E,forethought
follies_E,folies_F,follies
folies_F,folie_F,follies
fly (n.)_E,fleoge_OE,fly (n.)
fleoge_OE,*fleugon_PGer,fly (n.)
*fleugon_PGer,*pleu-_PIE,fly (n.)
fly (v.1)_E,fleogan_OE,fly (v.1)
fleogan_OE,*fleugan_PGer,fly (v.1)
*fleugan_PGer,*pleuk-_PIE,fly (v.1)
*pleuk-_PIE,*pleu-_PIE,fly (v.1)
fly (v.2)_E,fleon_OE/flion_OE,fly (v.2)
fleon_OE/flion_OE,flee_OE,fly (v.2)
fly (adj.)_E,fly (n.)_E,fly (adj.)
fugly_E,fucking ugly_E,fugly
flee_E,fleon_OE/flion_OE,flee
fleon_OE/flion_OE,*fleuhanan_PGer,flee
*fleuhanan_PGer,*pleuk-_PIE,flee
*pleuk-_PIE,*pleu-_PIE,flee
Fatala Morgana_E,Morgana_E,Fatala Morgana
fush (n.)_E,force (n.)_E/fjas_Dan,fush (n.)
fuss (v.)_E,fuss (n.)_E,fuss (v.)
fractious_E,fraction_E,fractious
filthy_E,filth_E,filthy
free-thinker_E,free (adj.)_E,free-thinker
fate (n.)_E,fate_OF,fate (n.)
fate_OF,fata_L,fate (n.)
fata_L,fatum_L,fate (n.)
fatum_L,fari_L,fate (n.)
fari_L,*bha- (2)_PIE,fate (n.)
fate (v.)_E,fate (n.)_E,fate (v.)
feast (n.)_E,fête_F,feast (n.)
fête_F,feste_OF,feast (n.)
fet (v.)_E,fete (n.)_E,fet (v.)
flunky_E,flanker_E,flunky
fleadation_E,fellatio_E,fleadation
far-out_E,far (adv.)_E,far-out
fuchsia_E,Fuchs_Ger,fuchsia
fossil_E,fossile_F,fossil
fossile_F,fossilis_L,fossil
fossilis_L,fossus_L,fossil
fossus_L,fodere_L,fossil
fodere_L,*bhedh-,fossil
floricide_E,floris_L,floricide
floris_L,flos_L,floricide
fault-finding_E,fault (n.)_E,fault-finding
flat-car_E,flat (adj.)_E,flat-car
finality_E,finalité_F,finality
finalité_F,finalitatem_LateL,finality
finalitatem_LateL,finalis_L,finality
fagoting_E,faggot (n.1)_E,fagoting
falconry_E,fauconnerie_F,falconry
fauconnerie_F,faucon_F,falconry
federalist_E,federal_E,federalist
frosting_E,frost (v.)_E,frosting
fracas_E,fracas_F,fracas
fracas_F,fracasso_I,fracas
fracasso_I,fracassare_I,fracas
fracassare_I,fra-_I,fracas
flew_E,fly (v.1)_E,flew
frowsty_E,frouste_OF/roh_OE,frowsty
fighter_E,fight (v.)_E,fighter
fornix_E,fornix_L,fornix
fornix_L,fornus_L,fornix
fornus_L,*gwher-_PIE,fornix
far-fetched_E,far (adv.)_E,far-fetched
footsie_E,foot (n.)_E,footsie
fond_E,fonned_E,fond
fonned_E,fon_E/fonne_E,fond
fon_E/fonne_E,fonne_E,fond
first-born_E,first (adj.)_E,first-born
farang_E,Frank_Thai,farang
fusilier_E,fusilier_F,fusilier
fusilier_F,fuisil_OF/foisil_OF,fusilier
fuisil_OF/foisil_OF,*focilis (petra)_VL,fusilier
foisted_E,vuisten_Dut,foisted
vuisten_Dut,vuist_Dut,foisted
fog (n.1)_E,foggy_E/fog_Scan,fog (n.1)
fog (n.2)_E,fogg_Norw,fog (n.2)
fogg_Norw,fuki_Ir,fog (n.2)
fog (v.)_E,fog (n.1)_E,fog (v.)
fig (n.1)_E,figue_OF,fig (n.1)
figue_OF,figa_OPro,fig (n.1)
figa_OPro,*fica_VL,fig (n.1)
fig (n.2)_E,figure (n.)_E,fig (n.2)
fenestration_E,fenestrare_L,fenestration
fenestrare_L,fenestra_L,fenestration
few (adj.)_E,feawe_OE,few (adj.)
feawe_OE,*fawaz_PGer,few (adj.)
*fawaz_PGer,*pau- (1)_PIE,few (adj.)
few (n.)_E,few (adj.)_E,few (n.)
friction_E,friction_F,friction
friction_F,frictionem_L,friction
frictionem_L,fricare_L,friction
fricare_L,*bhreie-_PIE,friction
fuel (n.)_E,feuel_E/feul_E,fuel (n.)
feul_E/feul_E,foaille_OF,fuel (n.)
foaille_OF,focalia_MediL,fuel (n.)
focalia_MediL,focalia,fuel (n.)
fuel (v.)_E,fuel (n.)_E,fuel (v.)
fungible_E,fungibilis_MediL,fungible
fungibilis_MediL,fungi_L,fungible
fireplug_E,fire (n.)_E,fireplug
foster_E,*fostrian_OE,foster
*fostrian_OE,fostor_OE,foster
fostor_OE,*fostra-_PGer,foster
*fostra-_PGer,*pa-_PIE,foster
first-rate_E,first (adj.)_E,first-rate
florist_E,fleuriste_F,florist
floriste_F,floris_L,florist
floris_L,flos_L,florist
flos_L,*bhel- (3)_PIE,florist
fertility_E,fertilité_F,fertility
fertilité_F,fertilitatem_L,fertility
fertilitatem_L,fertilis_L,fertility
frag_E,fragmentation grenade_E,frag
fairing_E,fair (v.)_E,fairing
fosteringage_E,foster (v.)_E,fosteringage
free-born_E,free (adj.)_E,free-born
fortitude_E,fortitude_F,fortitude
fortitude_F,fortitudo_L,fortitude
fortitudo_L,fortis_L,fortitude
flamboyance_E,flamboyant_E,flamboyance
fellow_E,feolaga_OE,fellow
feolaga_OE,felagi_ONor,fellow
felagi_ONor,fe_ONor,fellow
lag_ONor,*lagam_PGer,fellow
*lagam_PGer,*legh,fellow
fchu_E,fichu_F,fchu
fchu_F,figere_L,fchu
figere_L,*dheigw-_PIE,fchu
fellatio_E,fellatio_L,fellatio
fellatio_L,fellatus_L,fellatio
fellatus_L,fellare_L,fellatio
fellare_L,*dhe(i)-_PIE,fellatio
farce_E,farce_F,farce
farce_F,farcir_OF,farce
farcir_OF,farcire_L,farce
farcire_L,*bhrekw-_PIE,farce
flatware_E,flat (adj.)_E,flatware
frenzy (n.)_E,frenesie_OF,frenzy (n.)
frenesie_OF,phrenesia_MediL,frenzy (n.)
phrenesia_MediL,phrenesis_L,frenzy (n.)
frenzy (v.)_E,frenzy (n.)_E,frenzy (v.)
field-book_E,field (n.)_E,field-book
fled_E,flee_E,fled
Flory_E,Lloyd_E,Flory
fictitious_E,fictitius_MediL,fictitious
fictitius_MediL,ficticius_L,fictitious
ficticius_L,fictus_L,fictitious
fictus_L,fingere_L,fictitious
fingere_L,*dheigh-_PIE,fictitious
frenzied_E,frenzy (v.)_E,frenzied
fire-engine_E,fire (n.)_E,fire-engine
file (v.1)_E,filer_OF,file (v.1)
filer_OF,fil_OF,file (v.1)
fil_OF,filum_L,file (v.1)
filum_L,*gwhis-lom_PIE,file (v.1)
file (n.2)_E,feol_OE,file (n.2)
feol_OE,*fihalo_PGer,file (n.2)
*fihalo_PGer,*peig-_PIE,file (n.2)
file (n.1)_E,file_F,file (n.1)
file_F,filer_F,file (n.1)
file (v.2)_E,file (n.2)_E,file (v.2)
frolicsome_E,frolic_E,frolicsome
foreleg_E,fore-_E,foreleg
fungus_E,fungus_L,fungus
forthwith_E,forth_E,forthwith
fetch (v.)_E,fecchen_E,fetch (v.)
fecchen_E,feccan_OE,fetch (v.)
feccan_OE,fetian_OE/fatian_OE,fetch (v.)
fetian_OE/fatian_OE,*fetan_PGer,fetch (v.)
fetch (n.2)_E,fetch (v.)_E,fetch (n.2)
falling_E,fall (v.)_E,falling
fantasise_E,fantasize_E,fantasise
fixate_E,fix (v.)_E,fixate
fellate_E,fellatio_E,fellate
fence (n.)_E,defens_E,fence (n.)
fencing (v.)_E,fence (n.)_E,fencing (v.)
fleshly_E,flesh (n.)_E,fleshly
flour (v.)_E,floriss-_OF,flour (v.)
floriss-_OF,florir_OF,flour (v.)
florir_OF,florere_L,flour (v.)
florere_L,flos_L,flour (v.)
flos_L,*bhe,flour (v.)
flour (n.)_E,flourish (v.)_E,flour (n.)
fromward_E,from_E,fromward
fritillary_E,fritillus_L,fritillary
fritillus_L,fritinnire_L,fritillary
fixings_E,fix (v.)_E,fixings
fascinate_E,fascinum_L,fascinate
flare (v.)_E,vlederen_Dut,flare (v.)
flare (n.)_E,flare (v.)_E,flare (n.)
formication_E,formicationem_L,formication
formicationem_L,formicare_L,formication
formicare_L,formica_L,formication
feminism_E,feminine_E,feminism
fortuity_E,fortuitous_E,fortuity
fragility_E,fragilité_OF,fragility
fragilité_OF,fragilitatem_L,fragility
fragilitatem_L,fragilis_L,fragility
fragilis_L,frangere_L,fragility
frangere_L,*bhreg-_PIE,fragility
flat-iron_E,flat (adj.)_E,flat-iron
fund-raiser_E,fund (n.)_E,fund-raiser
fibrillar_E,fibrilla_E,fibrillar
FDA_E,Food and Drug Administration_E,FDA
Food and Drug Administration_E,Food,FDA
flagrant_E,flagrantem_L,flagrant
flagrantem_L,flagrare_L,flagrant
flagrare_L,*flagro-_PIE,flagrant
*flagro-_PIE,*bhleg-ro-_PIE,flagrant
foundling_E,founden_E,foundling
founden_E,finden_E,foundling
Formosa_E,Formosa insula_Por,Formosa
Formosa insula_Por,formosus_L,Formosa
formosus_L,forma_L,Formosa
fandangle_E,fandango_E,fandangle
foot-bridge_E,foot (n.)_E,foot-bridge
foot-path_E,foot (n.)_E,foot-path
fortnight_E,fourteen_E,fortnight
funereal_E,funereus_L,funereal
funereus_L,funus_L,funereal
finitude_E,finite_E,finitude
frottage_E,frottage_F,frottage
frottage_F,frotter_F,frottage
frotter_F,froter_OF,frottage
froter_OF,*frictare_VL,frottage
*frictare_VL,fricare_L,frottage
ferther_E,further (adv.)_E,further (adv.)
feint (n.)_E,feinte_F,feint (n.)
feinte_F,feint_OF,feint (n.)
feint_OF,feindre_OF,feint (n.)
feindre_OF,fingere_L,feint (n.)
fingere_L,*dheigh-_PIE,feint (n.)
feint (v.)_E,feinten_E,feint (v.)
feinten_E,feint_E,feint (v.)
feint_E,feint_OF,feint (v.)
feint_OF,feindre_OF,feint (v.)
feindre_OF,fingere_L,feint (v.)
fetor_E,fetor_L/foetor_L,fetor
fetor_L/foetor_L,fetere_L,fetor
fakement_E,fake (v.)_E,fakement
figurehead_E,figure (n.)_E,figurehead
folic_E,folium_L,folic
futhorc_E,th_E,futhorc
finch_E,finc_OE,finch
finc_OE,*finkiz_PGer,finch
furl_E,ferler_F,furl
ferler_F,ferliier_OF,furl
ferliier_OF,fer_OF,furl
fer_OF,firmus_L,furl
firmus_L,*dher-_PIE,furl
frugal_E,frugal_F,frugal
frugal_F,frugalis_L,frugal
frugalis_L,frugi_L,frugal
frugi_L,frux_L,frugal
frux_L,*bhrug-_PIE,frugal
Fescennine_E,Fescenninus (versus)_L,Fescennine
Fescenninus (versus)_L,Fescennia_L,Fescennine
furcation_E,furcatus_MediL,furcation
features_E,feature (n.)_E,features
fluffy_E,fluff (n.)_E,fluffy
finalist_E,final_E,finalist
flatter_E,flateren_E/flaterien_E,flatter
flateren_E/flaterien_E,flater_OF,flatter
flater_OF,*flata-_PGer,flatter
*flata-_PGer,*plat-_PIE,flatter
fallacy_E,fallacia_L,fallacy
fallacia_L,fallax_L,fallacy
fallax_L,fallere_L,fallacy
fantasize_E,fantasy_E,fantasize
finished_E,finish (v.)_E,finished
firewall_E,fire (n.)_E,firewall
fanatical_E,fanatic_E,fanatical
fanaticism_E,fanatic_E,fanaticism
form (n.)_E,forme_E/fourme_E,form (n.)
forme_E/fourme_E,forme_OF/fourme_L,form (n.)
forme_OF/fourme_L,forma_L,form (n.)
form (v.)_E,formen_E/fourmen_E,form (v.)
formen_E/fourmen_E,fourmer_OF,form (v.)
fourmer_OF,formare_L,form (v.)
formare_L,forma_L,form (v.)
fraternize_E,fraterniser_F,fraternize
fraterniser_F,fraternizare_MediL,fraternize
fraternizare_MediL,fraternus_L,fraternize
furbelow_E,falbala_E,furbelow
falbala_E,falbala_F,furbelow
falbala_F,falda_I,furbelow
falda_I,*faldan_PGer,furbelow
*faldan_PGer,*pel- (2)_PIE,furbelow
fantom_E,phantom_E,fantom
foreman_E,fore-_E,foreman
Fatso_E,Fats_E,Fatso
Fats_E,fat (adj.)_E,Fatso
festivity_E,festiveté_OF,festivity
festiveté_OF,festivitatem_L,festivity
festivitatem_L,festivus_L,festivity
festivus_L,festum_L,festivity
festum_L,festus_L,festivity
fascia_E,fascia_L,fascia
fascia_L,fascis_L,fascia
furuncle_E,furunculus_L,furuncle
furunculus_L,fur_L,furuncle
falsetto_E,falsetto_I,falsetto
falsetto_I,falso_I,falsetto
falso_I,falsus_L,falsetto
foreknowledge_E,fore-_E,foreknowledge
fiction_E,ficcioun_E,fiction
ficcioun_E,ficcion_OF,fiction
ficcion_OF,fictionem_L,fiction
fictionem_L,fingere_L,fiction
fingere_L,*dheigh-_PIE,fiction
frankincense_E,franc encense_OF,frankincense
franc encense_OF,franc_OF,frankincense
formerly_E,former (adj.)_E,formerly
fixed_E,fix (v.)_E,fixed
fang_E,fang_OE,fang
fang_OE,gefangen_OE,fang
gefangen_OE,fon_OE,fang
fon_OE,*fhanan_PGer,fang
*fhanan_PGer,*pag-_PIE,fang
formula_E,formula_L,formula
formula_L,forma_L,formula
familial_E,familial_F,familial
familial_F,familia_L,familial
Firbolgs_E,fir_OIr,Firbolgs
fir_OIr,fear_OIr,Firbolgs
bolg_OIr,*bhelgh-_PIE,Firbolgs
formaldehyde_E,formic_E,formaldehyde
faith_E,faith_E/feith_E/fei_E/fai_E,faith
faith_E/feith_E/fei_E/fai_E,feid_OF/foi_L,faith
fleam_E,flieme_OF,fleam
flieme_OF,fletoma_MediL,fleam
fletoma_MediL,flebotomus_LateL,fleam
flebotomus_LateL,phlebotomos_G,fleam
forthright_E,forth_E,forthright
furbish_E,forbiss-_OF,furbish
forbiss-_OF,forbir_OF,furbish
forbir_OF,*furbjan_PGer,furbish
*furbjan_PGer,*prep-_PIE,furbish
Fauvist_E,fauve_F,Fauvist
fauve_F,*falw-_Fran,Fauvist
*falw-_Fran,*pel- (1)_PIE,Fauvist
fight (v.)_E,feohtan_OE,fight (v.)
feohtan_OE,*fe(u)hta_PGer,fight (v.)
*fe(u)hta_PGer,*pek- (2)_PIE,fight (v.)
fight (n.)_E,fight (v.)_E,fight (n.)
fork (n.)_E,forca_OE/force_OE,fork (n.)
forca_OE/force_OE,furca_L,fork (n.)
fork (v.)_E,fork (n.)_E,fork (v.)
Felix_E,felix_L,Felix
flyway_E,fly (v.1)_E,flyway
fungous_E,fungosus_L,fungous
fungosus_L,fungus_L,fungous
fink_E,Fink_Ger,fink
flub_E,fluff_E/flop_E,flub
firewood_E,fire (n.)_E,firewood
festschrift_E,Festschrift_Ger,festschrift
flexography_E,flexible_E,flexography
border_E,frowntere_E,border
frowntere_E,fronture_E,border
fronture_E,frontiere_OF,border
frontiere_OF,frontier_OF,border
frontier_OF,front_OF,border
foe_E,gefea_OE/gefa_OE,foe
gefea_OE/gefa_OE,fah_OE,foe
fah_OE,*faihaz_PGer,foe
flood-tide_E,flood (n.)_E,flood-tide
fatherland_E,father (n.)_E,fatherland
foreshorten_E,fore-_E,foreshorten
father-in-law_E,father (n.)_E,father-in-law
finagle_E,fainaigue_E,finagle
futureity_E,future_E,futureity
filibuster (n.)_E,flibutor_E,filibuster (n.)
flibutor_E,vrijbueter_Dut,filibuster (n.)
filibuster (v.)_E,filibuster (n.)_E,filibuster (v.)
flagellum_E,flagellum_L,flagellum
flagellum_L,flagrum_L,flagellum
flagrum_L,*bhlag-_PIE,flagellum
fiftieth_E,fifty_E,fiftieth
frustrate_E,frustratus_L,frustrate
frustratus_L,frustrari_L,frustrate
frustrari_L,frustra_L,frustrate
frustra_L,fraus_L,frustrate
fashionista_E,fashion_E,fashionista
finishing_E,finish (v.)_E,finishing
freer (n.)_E,free_E,freer (n.)
freer (adj.)_E,free (adj.)_E,freer (adj.)
flung_E,fling (v.)_E,flung
fess (v.)_E,confess_E,fess (v.)
fess (n.)_E,faisce_OF,fess (n.)
faisce_OF,fascia_L,fess (n.)
fume (n.)_E,fum_OF,fume (n.)
fume_OF,fumus_L,fume (n.)
fumus_L,*dheu- (1)_PIE,fume (n.)
fume (v.)_E,fumer_OF,fume (v.)
fumer_OF,fumare_L,fume (v.)
fumare_L,fumus_L,fume (v.)
fumus_L,*dheu- (1)_PIE,fume (v.)
fado_E,fatum_L,fado
forgat_E,forget_E,forgat
fluid (adj.)_E,fluide_F,fluid (adj.)
fluide_F,fluidus_L,fluid (adj.)
fluidus_L,fluere_L,fluid (adj.)
fluid (n.)_E,fluid (adj.)_E,fluid (n.)
floc_E,flocculus_E,floc
folkways_E,folk (n.)_E,folkways
fewmet_E,fumes_E,fewmet
fumes_E,fumees_OF,fewmet
fumees_OF,fumer_AF,fewmet
fumer_AF,fumare_L,fewmet
fumare_L,fumus_L,fewmet
fancier_E,fancy (v.)_E,fancier
fleshless_E,flesh (n.)_E,fleshless
flaxen_E,flax_E,flaxen
flapdoodle_E,flap_E,flapdoodle
Friday_E,frigedg_OE,Friday
frigedg_OE,Frige_OE,Friday
Frige_OE,*Frigu_OE,Friday
flicker (v.)_E,flicorian_OE,flicker (v.)
flicker (n.1)_E,flicker (v.)_E,flicker (n.1)
fox-hole_E,fox (n.)_E,fox-hole
flop (v.)_E,flap_E,flop (v.)
flop (n.)_E,flop (v.)_E,flop (n.)
footlights_E,foot (n.)_E,footlights
fill (v.)_E,fyllan_OE,fill (v.)
fyllan_OE,*fulljanan_PGer,fill (v.)
*fulljanan_PGer,*fullaz_PGer,fill (v.)
fill (n.)_E,fille_E,fill (n.)
fille_E,fyllu_OE,fill (n.)
fyllu_OE,*full-ino-_PGer,fill (n.)
*full-ino-_PGer,*fullaz_PGer,fill (n.)
friable_E,friable_F,friable
friable_F,friabilis_L,friable
friabilis_L,friare_L,friable
friare_L,fricare_L,friable
fact_E,factum_L,fact
factum_L,factus_L,fact
factus_L,facere_L,fact
facere_L,*dhe-_PIE,fact
famedly_E,famous_E,famedly
foyer_E,foyer_F,foyer
foyer_F,foier_OF,foyer
foier_OF,focarium_L,foyer
focarium_L,focarius_L,foyer
focarius_L,focus_L,foyer
foots_E,foot (n.)_E,foots
farmstead_E,farm (n.)_E,farmstead
feast (n.)_E,feste_OF,feast (n.)
feste_OF,*festa_VL,feast (n.)
*festa_VL,festa_L,feast (n.)
festa_L,festus_L,feast (n.)
festus_L,feriae_L,feast (n.)
feast (v.)_E,fester_OF,feast (v.)
fêter_OF,feste_OF,feast (v.)
fib (n.)_E,fable (n.)_E,fib (n.)
fib (v.)_E,fib (n.)_E,fib (v.)
fencible_E,defensible_E,fencible
flasher_E,flash (v.)_E,flasher
favoriteism_E,favorite_E,favoriteism
fervour_E,fervor_E,fervour
fraulein_E,Fräulein_Ger,fraulein
Fräulein_Ger,Frau_Ger,fraulein
feedback_E,feed (v.)_E,feedback
fifth_E,fift_E,fifth
fift_E,fifta_OE,fifth
fifta_OE,*finftan-_PGer,fifth
*finftan-_PGer,*fimfe_PGer,fifth
fake_E,feague_E,fake
feague_E,fegen_Ger,fake
Fenian_E,feinne_OIr,Fenian
feinne_OIr,Fiann_OIr,Fenian
Fiann_OIr,Fene_OIr,Fenian
frost-bite_E,frost (n.)_E,frost-bite
fructose_E,fructus_L,fructose
fiord_E,fjord_E,fiord
foregoing_E,forego_E,foregoing
firmament_E,firmament_OF/firmamentum_L,firmament
firmament_OF/firmamentum_L,firmus_L,firmament
firmus_L,*dher-_PIE,firmament
fay (n.)_E,fae_OF,fay (n.)
fae_OF,*fata_VL,fay (n.)
*fata_VL,fata_L,fay (n.)
Fay_E,fei_E,Fay
fei_E,fei_OF,Fay
predictionle_E,fore-_E,predictionle
fuss (n.)_E,fusse_E,fuss (n.)
fusse_E,fusball_E,fuss (n.)
fusball_E,fuzzy_E,fuss (n.)
fuzz (v.)_E,fuzz (n.)_E,fuzz (v.)
FCC_E,Federal Communications Commission_E,FCC
fisherman_E,fisher_E,fisherman
fourteen_E,four_E,fourteen
faubourg_E,faux bourg_F,faubourg
faux bourg_F,forsbourc_OF,faubourg
forsbourc_OF,fors_OF,faubourg
fireproof_E,fire (n.)_E,fireproof
flax_E,fleax_OE,flax
flax_OE,*flakhsan_PGer,flax
*flakhsan_PGer,*fleh-_PGer,flax
*fleh-_PGer,*plek-_PIE,flax
fox-trot_E,fox (n.)_E,fox-trot
firing_E,fire (v.)_E,firing
feasibly_E,feasible_E,feasibly
fibro-cartilage_E,fiber_E,fibro-cartilage
fastly_E,fast (adj.)_E,fastly
fast (adj.)_E,fstlic_OE,fastly
face-card_E,face (n.)_E,face-card
fairyland_E,fairy_E,fairyland
frillery_E,frill (n.)_E,frillery
fertile_E,fertil_F,fertile
fertile_F,fertilis_L,fertile
fertilis_L,ferre_L,fertile
ferre_L,*bher- (1)_PIE,fertile
four-square_E,four_E,four-square
furthermore_E,further (adv.)_E,furthermore
formulary_E,formulaire_F,formulary
formulaire_F,formularius_L,formulary
formularius_L,formula_L,formulary
furry_E,fur_E,furry
fistula_E,fistula_L,fistula
fury_E,furie_OF/fuire_OF,fury
furie_OF/fuire_OF,furia_L,fury
furia_L,furere_L,fury
fish-hook_E,fish (n.)_E,fish-hook
fox (n.)_E,fox_OE,fox (n.)
fox_OE,*fuhsaz_PGer,fox (n.)
*fuhsaz_PGer,*fuh-_PGer,fox (n.)
*fuh-_PGer,*puk-_PIE,fox (n.)
Fox_E,renards_F,Fox
fox (v.)_E,fox (n.)_E,fox (v.)
fremd_E,fremed_OE,fremd
fremed_OE,fremde_OE,fremd
frumentaceous_E,frumentaceus_LateL,frumentaceous
frummentaceus_LateL,frumentum_L,frumentaceous
frumentum_L,frui_L,frumentaceous
frui_L,*bhrug-_PIE,frumentaceous
fleet (n.)_E,fleot_OE,fleet (n.)
fleot_OE,fleotan_OE,fleet (n.)
fleotan_OE,*fleutanan_PGer,fleet (n.)
*fleutanan_PGer,*pleud-_PIE,fleet (n.)
fleet (adj.)_E,fliotr_ONor,fleet (adj.)
fliotr_ONor,*fleutaz_PGer,fleet (adj.)
*fleutaz_PGer,*pleud-_PIE,fleet (adj.)
fleet (v.)_E,fleotan_OE,fleet (v.)
fleotan_OE,*fleutan_PGer,fleet (v.)
*fleutan_PGer,*pleu-_PIE,fleet (v.)
frigate_E,frégate_F,frigate
frégate_F,fregata_I,frigate
flyer_E,fly (v.1)_E,flyer
fossiliferous_E,fossil_E,fossiliferous
-ferous_E,ferre_E,fossiliferous
ferre_E,*bher- (1)_PIE,fossiliferous
forenoon_E,fore-_E,forenoon
flannel_E,flaunneol_E,flannel
flaunneol_E,flanen_E,flannel
flanen_E,gwlanen_Wel,flannel
gwlanen_Wel,gwlan_Wel,flannel
furniture_E,fourniture_F,furniture
fortunatelle_F,forneture_OF,furniture
forneture_OF,fornir_OF,furniture
faithless_E,faith_E,faithless
flame-thrower_E,flame (n.)_E,flame-thrower
flirtatious_E,flirtation_E,flirtatious
fawn (n.)_E,faon_AF/feon_OF,fawn (n.)
faon_AF/feon_OF,*fetonem_VL,fawn (n.)
*fetonem_VL,fetus_L,fawn (n.)
fawn (v.)_E,faunen_E,fawn (v.)
faunen_E,fagnian_OE,fawn (v.)
fagnian_OE,fgen_OE,fawn (v.)
forgave_E,forgive_E,forgave
functionary_E,fonctionnaire_F,functionary
fonctionnaire_F,fonction_F,functionary
